                     p.Moran_I   p.Moran_Z  p.Moran_P  p.Moran_Padj
MYLK              3.315792e-02    4.865792   0.000999      0.004052
CERS5             3.315789e-02    5.208740   0.000999      0.004052
MEX3A             3.315581e-02    4.917761   0.000999      0.004052
LY6G6C            3.315348e-02    5.240936   0.000999      0.004052
MICB              3.315300e-02    5.103719   0.000999      0.004052
ATP11B            3.315167e-02    5.043861   0.000999      0.004052
CDKN2C            3.314880e-02    5.011248   0.000999      0.004052
PRELID3A          3.314699e-02    4.896988   0.000999      0.004052
SUGP1             3.314168e-02    4.998492   0.000999      0.004052
RIPOR3            3.314058e-02    5.208243   0.000999      0.004052
KCTD15            3.314000e-02    5.345721   0.000999      0.004052
MTPAP             3.312956e-02    5.129767   0.000999      0.004052
SACS              3.311134e-02    5.011547   0.000999      0.004052
MAN2B2            3.310112e-02    5.017646   0.000999      0.004052
GLRX3             3.309332e-02    5.301743   0.000999      0.004052
RPP30             3.308440e-02    5.058998   0.000999      0.004052
MYCBP2            3.307874e-02    5.162642   0.000999      0.004052
SLCO2A1           3.307661e-02    4.894117   0.000999      0.004052
DDX27             3.307352e-02    4.912944   0.000999      0.004052
CCNY              3.306364e-02    5.041690   0.000999      0.004052
SNX14             3.306350e-02    5.086905   0.000999      0.004052
POLA1             3.305952e-02    4.964396   0.000999      0.004052
PTBP2             3.304790e-02    5.251546   0.000999      0.004052
SLC25A51          3.304425e-02    5.200248   0.000999      0.004052
GTPBP4            3.304361e-02    5.049450   0.000999      0.004052
PGD               3.303744e-02    5.218353   0.000999      0.004052
ECD               3.303665e-02    5.250302   0.000999      0.004052
POLR2D            3.303412e-02    5.116797   0.000999      0.004052
CDK2AP1           3.301984e-02    5.002681   0.000999      0.004052
RTL8B             3.301464e-02    5.098209   0.000999      0.004052
PKIB              3.301150e-02    4.947397   0.000999      0.004052
FLRT2             3.300921e-02    5.105415   0.000999      0.004052
PXMP4             3.300275e-02    4.982233   0.000999      0.004052
PTAFR             3.299864e-02    5.015135   0.000999      0.004052
SPRTN             3.299304e-02    5.042630   0.000999      0.004052
AFAP1L2           3.298573e-02    4.912803   0.000999      0.004052
ZNF302            3.297798e-02    4.849678   0.000999      0.004052
IGFLR1            3.296204e-02    4.661574   0.000999      0.004052
RABL3             3.295265e-02    4.992951   0.000999      0.004052
MED1              3.294683e-02    5.109984   0.000999      0.004052
DIO2              3.294650e-02    5.096006   0.000999      0.004052
RRAS2             3.294416e-02    4.961282   0.000999      0.004052
OLFML1            3.294290e-02    5.089922   0.000999      0.004052
ATF7              3.292812e-02    4.858120   0.000999      0.004052
GPR89B            3.292379e-02    4.791168   0.000999      0.004052
DHX16             3.292223e-02    5.229364   0.000999      0.004052
NUDT22            3.291801e-02    4.961965   0.000999      0.004052
LSM8              3.291533e-02    5.053461   0.000999      0.004052
TGM3              3.291504e-02    4.932394   0.000999      0.004052
HOOK2             3.291224e-02    4.909475   0.000999      0.004052
CATSPERB          3.290015e-02    4.930433   0.000999      0.004052
CSRP2             3.289836e-02    5.100076   0.000999      0.004052
ZNF266            3.288929e-02    4.968337   0.000999      0.004052
AC246785.3        3.287612e-02    5.224761   0.000999      0.004052
CUL9              3.286768e-02    5.177173   0.000999      0.004052
CLIP4             3.285750e-02    4.943152   0.000999      0.004052
CTNNBL1           3.284062e-02    4.854444   0.000999      0.004052
SLC52A2           3.283827e-02    5.059232   0.000999      0.004052
MCRS1             3.283773e-02    5.012623   0.000999      0.004052
GPR82             3.281642e-02    5.160769   0.000999      0.004052
MED23             3.278946e-02    4.719819   0.000999      0.004052
UNK               3.278752e-02    5.029957   0.000999      0.004052
ZCCHC7            3.278035e-02    5.100601   0.000999      0.004052
SFXN4             3.276918e-02    4.960187   0.000999      0.004052
FBXW11            3.275481e-02    4.921963   0.000999      0.004052
SRR               3.275411e-02    4.916098   0.000999      0.004052
MAP2K1            3.275251e-02    4.942428   0.000999      0.004052
AP1M1             3.275064e-02    4.723112   0.000999      0.004052
SYTL1             3.274574e-02    4.960538   0.000999      0.004052
PAX9              3.272402e-02    4.944685   0.000999      0.004052
ETS2              3.271758e-02    4.893056   0.000999      0.004052
ZCCHC3            3.271659e-02    5.108985   0.000999      0.004052
UBR7              3.271367e-02    5.041653   0.000999      0.004052
ACP2              3.270925e-02    5.186328   0.000999      0.004052
MRNIP             3.269897e-02    4.962893   0.000999      0.004052
OTULINL           3.269615e-02    4.865242   0.000999      0.004052
DHX37             3.269540e-02    5.126265   0.000999      0.004052
FLVCR1            3.268887e-02    5.086000   0.000999      0.004052
SDSL              3.267257e-02    5.053006   0.000999      0.004052
APPL2             3.266913e-02    5.269184   0.000999      0.004052
LILRB2            3.266170e-02    5.100382   0.000999      0.004052
NDUFV1            3.265965e-02    5.143488   0.000999      0.004052
SH2B1             3.265714e-02    4.911523   0.000999      0.004052
DEPTOR            3.265417e-02    5.103521   0.000999      0.004052
HAVCR2            3.265346e-02    5.217072   0.000999      0.004052
ATAD1             3.263969e-02    4.787398   0.000999      0.004052
FAM234A           3.263740e-02    4.953054   0.000999      0.004052
RBM8A             3.263324e-02    4.869582   0.000999      0.004052
BNC2              3.262540e-02    4.982848   0.000999      0.004052
SH3BP5            3.262279e-02    4.922386   0.000999      0.004052
PAPLN             3.261921e-02    4.975362   0.000999      0.004052
RMDN3             3.261849e-02    4.934568   0.000999      0.004052
LINC01956         3.261550e-02    5.079251   0.000999      0.004052
TAGAP             3.260169e-02    5.185735   0.000999      0.004052
KLHDC8B           3.259296e-02    4.994889   0.000999      0.004052
HTRA2             3.256627e-02    4.863266   0.000999      0.004052
ADAM9             3.256430e-02    5.200291   0.000999      0.004052
MAST2             3.256381e-02    4.867758   0.000999      0.004052
ZSCAN16-AS1       3.256208e-02    5.160867   0.000999      0.004052
RUFY1             3.255016e-02    5.009953   0.000999      0.004052
CDH5              3.254994e-02    5.011149   0.000999      0.004052
PPIL1             3.254847e-02    4.943588   0.000999      0.004052
KEAP1             3.253542e-02    4.933230   0.000999      0.004052
SEC24C            3.252898e-02    4.908022   0.000999      0.004052
ADM               3.251708e-02    4.768323   0.000999      0.004052
NOB1              3.250077e-02    4.793758   0.000999      0.004052
AKR1C3            3.249818e-02    4.991708   0.000999      0.004052
VPS13C            3.249515e-02    5.118749   0.000999      0.004052
ABCF1             3.248503e-02    4.794025   0.000999      0.004052
SMYD3             3.247568e-02    4.767500   0.000999      0.004052
POP5              3.246699e-02    4.785076   0.000999      0.004052
PECR              3.245800e-02    4.993661   0.000999      0.004052
TXN2              3.245487e-02    4.839910   0.000999      0.004052
SYNPO2L           3.245197e-02    5.270897   0.000999      0.004052
CEP55             3.244550e-02    5.035077   0.000999      0.004052
CAMK1D            3.244509e-02    4.933054   0.000999      0.004052
LINC00847         3.244019e-02    4.805302   0.000999      0.004052
TESK1             3.244018e-02    4.833268   0.000999      0.004052
FLT1              3.242910e-02    4.857827   0.000999      0.004052
LRRC37B           3.242850e-02    4.918477   0.000999      0.004052
SEH1L             3.242608e-02    4.851524   0.000999      0.004052
CHPF2             3.241658e-02    5.098805   0.000999      0.004052
MSI1              3.241436e-02    5.033130   0.000999      0.004052
PLA2G16           3.241217e-02    4.835128   0.000999      0.004052
HACD4             3.241121e-02    5.306908   0.000999      0.004052
PAM               3.240358e-02    4.871894   0.000999      0.004052
TBC1D3L           3.239649e-02    4.941901   0.000999      0.004052
RABGAP1L          3.236089e-02    4.764057   0.000999      0.004052
SNPH              3.235330e-02    4.809141   0.000999      0.004052
KCTD20            3.234752e-02    4.785550   0.000999      0.004052
TIMM29            3.234372e-02    4.984409   0.000999      0.004052
KCNK5             3.233328e-02    5.098519   0.000999      0.004052
LINC01139         3.232856e-02    4.961769   0.000999      0.004052
KIF4A             3.232648e-02    4.711009   0.000999      0.004052
AKTIP             3.232078e-02    4.796603   0.000999      0.004052
TMEM64            3.231872e-02    5.005958   0.000999      0.004052
VPS41             3.231372e-02    5.056943   0.000999      0.004052
TNFAIP8L2         3.231359e-02    4.993793   0.000999      0.004052
MMACHC            3.231228e-02    4.825140   0.000999      0.004052
TINF2             3.230903e-02    4.749951   0.000999      0.004052
SERPINB9          3.229403e-02    4.907929   0.000999      0.004052
DOCK8             3.229319e-02    5.208917   0.000999      0.004052
TM7SF3            3.229297e-02    5.039368   0.000999      0.004052
CBX5              3.228153e-02    4.978684   0.000999      0.004052
PCAT6             3.228076e-02    4.982953   0.000999      0.004052
FAM8A1            3.227611e-02    4.896834   0.000999      0.004052
PDLIM5            3.227004e-02    4.964098   0.000999      0.004052
HRK               3.226414e-02    5.032837   0.000999      0.004052
CNPPD1            3.226042e-02    4.928899   0.000999      0.004052
PREX2             3.225919e-02    5.069350   0.000999      0.004052
KLF6              3.225296e-02    4.992579   0.000999      0.004052
MYD88             3.224288e-02    4.856808   0.000999      0.004052
UNC45A            3.223284e-02    5.010023   0.000999      0.004052
SLC2A3            3.222231e-02    5.082366   0.000999      0.004052
NREP              3.221809e-02    5.411947   0.000999      0.004052
SIX2              3.221688e-02    4.913319   0.000999      0.004052
VPS39             3.220612e-02    5.056103   0.000999      0.004052
C1orf226          3.220285e-02    4.826229   0.000999      0.004052
POLG2             3.220047e-02    4.848754   0.000999      0.004052
MCOLN2            3.218875e-02    4.753941   0.000999      0.004052
SULT1A2           3.218870e-02    4.839902   0.000999      0.004052
PPP4R1            3.218178e-02    5.111430   0.000999      0.004052
TRPV6             3.217549e-02    5.115358   0.000999      0.004052
RIMKLB            3.214322e-02    4.902558   0.000999      0.004052
DPEP1             3.213593e-02    4.924898   0.000999      0.004052
LHFPL2            3.212979e-02    4.867138   0.000999      0.004052
LRP11             3.211764e-02    4.862850   0.000999      0.004052
TRIM21            3.211596e-02    5.089133   0.000999      0.004052
ARHGAP15          3.210734e-02    4.837798   0.000999      0.004052
NPIPA5            3.210465e-02    5.243356   0.000999      0.004052
MCFD2             3.209041e-02    4.919494   0.000999      0.004052
OGFOD2            3.208928e-02    4.933074   0.000999      0.004052
NSMCE4A           3.208733e-02    4.919059   0.000999      0.004052
GABPA             3.206900e-02    4.996554   0.000999      0.004052
ADCY1             3.205898e-02    5.118513   0.000999      0.004052
N4BP1             3.205822e-02    4.782154   0.000999      0.004052
AC023421.2        3.204402e-02    5.195271   0.000999      0.004052
CTDSPL            3.204024e-02    4.894036   0.000999      0.004052
RAB35             3.203507e-02    4.984181   0.000999      0.004052
